"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output r_err_protocol_sys_stat.csv",,,,"Date:","31 Oct 2014 04:52:29 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
7.519,1.754,90.727,0.0,0.0,0.0,536002560.0,316973056.0,706621440.0,2192109568.0,4771.0,2136.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.273,1.504,88.471,0.752,0.0,0.0,535932928.0,316981248.0,706682880.0,2192109568.0,4174.0,2058.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.013,1.504,93.484,0.0,0.0,0.0,535826432.0,316981248.0,706662400.0,2192236544.0,3966.0,1608.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
5.750,1.750,92.500,0.0,0.0,0.0,535932928.0,316981248.0,706555904.0,2192236544.0,4474.0,1938.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.276,1.256,91.960,1.508,0.0,0.0,535867392.0,316997632.0,705081344.0,2193760256.0,5162.0,2610.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,92.250,0.0,0.0,0.0,535838720.0,316997632.0,706490368.0,2192379904.0,4570.0,2124.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.296,1.759,88.945,0.0,0.0,0.0,535871488.0,316997632.0,706457600.0,2192379904.0,4050.0,1860.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,92.481,0.0,0.0,0.0,536526848.0,316997632.0,706437120.0,2191745024.0,4120.0,2004.0,0.0,9.0,787.0,19.0,7.0,0.0,0.0
5.250,1.750,93.0,0.0,0.0,0.0,536522752.0,316997632.0,706441216.0,2191745024.0,3746.0,1860.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.764,1.504,91.980,0.752,0.0,0.0,536440832.0,317005824.0,706641920.0,2191618048.0,6836.0,3240.0,0.0,7.0,786.0,18.0,7.0,0.0,0.0
5.528,1.508,92.462,0.503,0.0,0.0,536670208.0,317014016.0,706658304.0,2191364096.0,3907.0,1938.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
10.276,2.005,87.719,0.0,0.0,0.0,536645632.0,317014016.0,706682880.0,2191364096.0,3884.0,1938.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.015,1.253,92.481,0.0,0.0,0.251,536551424.0,317014016.0,706650112.0,2191491072.0,4990.0,2466.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
8.040,1.759,90.201,0.0,0.0,0.0,534114304.0,317014016.0,706547712.0,2194030592.0,4190.0,1914.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.500,1.500,92.0,1.0,0.0,0.0,533975040.0,317022208.0,706424832.0,2194284544.0,4578.0,2244.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
5.500,2.0,92.500,0.0,0.0,0.0,533962752.0,317022208.0,706437120.0,2194284544.0,4440.0,1992.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.273,2.256,87.719,0.752,0.0,0.0,533958656.0,317030400.0,706433024.0,2194284544.0,4060.0,1938.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
8.271,2.005,89.724,0.0,0.0,0.0,533463040.0,317030400.0,706420736.0,2194792448.0,4850.0,2400.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.266,1.504,92.231,0.0,0.0,0.0,533327872.0,317030400.0,706428928.0,2194919424.0,4750.0,1992.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.231,0.752,0.0,0.0,533327872.0,317038592.0,706420736.0,2194919424.0,9577.0,3796.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.982,0.0,0.0,0.0,533245952.0,317038592.0,706629632.0,2194792448.0,15461.0,2521.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.794,2.010,89.196,0.0,0.0,0.0,533377024.0,317038592.0,705355776.0,2195935232.0,11196.0,2454.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
7.286,1.508,90.704,0.503,0.0,0.0,533397504.0,317046784.0,706469888.0,2194792448.0,9522.0,1782.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.013,1.754,93.233,0.0,0.0,0.0,533352448.0,317046784.0,706514944.0,2194792448.0,5628.0,2684.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
4.762,1.504,92.732,1.003,0.0,0.0,533581824.0,317054976.0,705134592.0,2195935232.0,5884.0,2778.0,0.0,6.0,788.0,19.0,8.0,0.0,0.0
4.511,1.504,93.985,0.0,0.0,0.0,533815296.0,317054976.0,705155072.0,2195681280.0,4588.0,1902.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
7.769,2.005,89.223,1.003,0.0,0.0,533942272.0,317063168.0,705146880.0,2195554304.0,6630.0,2454.0,0.0,1.0,788.0,19.0,8.0,0.0,0.0
4.511,1.504,93.985,0.0,0.0,0.0,533893120.0,317063168.0,705118208.0,2195632128.0,4428.0,1860.0,0.0,2.0,788.0,19.0,8.0,0.0,0.0
7.750,2.0,89.500,0.750,0.0,0.0,533884928.0,317071360.0,705118208.0,2195632128.0,5723.0,2726.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.764,1.253,92.231,0.752,0.0,0.0,533798912.0,317079552.0,706465792.0,2194362368.0,7477.0,3438.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.982,0.0,0.0,0.0,533762048.0,317079552.0,706629632.0,2194235392.0,4596.0,2070.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.772,1.754,89.474,0.0,0.0,0.0,534396928.0,317079552.0,705359872.0,2194870272.0,5078.0,2442.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.015,1.253,91.980,0.752,0.0,0.0,534454272.0,317087744.0,705118208.0,2195046400.0,4860.0,2376.0,0.0,9.0,787.0,19.0,7.0,0.0,0.0
7.750,2.0,90.250,0.0,0.0,0.0,533958656.0,317087744.0,706502656.0,2194157568.0,5938.0,2826.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.750,1.0,92.750,1.500,0.0,0.0,533917696.0,317104128.0,706510848.0,2194173952.0,4974.0,2244.0,0.0,9.0,787.0,19.0,7.0,0.0,0.0
5.779,1.508,92.714,0.0,0.0,0.0,534110208.0,317104128.0,705175552.0,2195316736.0,4756.0,2214.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
7.789,1.759,90.452,0.0,0.0,0.0,533999616.0,317104128.0,705159168.0,2195443712.0,5118.0,2226.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.764,1.504,92.732,0.0,0.0,0.0,534052864.0,317104128.0,705105920.0,2195443712.0,4666.0,2370.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.013,1.754,93.233,0.0,0.0,0.0,534052864.0,317104128.0,705105920.0,2195443712.0,5314.0,2334.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
7.519,1.504,90.226,0.752,0.0,0.0,534224896.0,317112320.0,706449408.0,2193920000.0,7383.0,3384.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
4.261,1.754,93.484,0.501,0.0,0.0,534069248.0,317120512.0,706613248.0,2193903616.0,5408.0,2742.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
9.726,1.746,88.529,0.0,0.0,0.0,534110208.0,317120512.0,705351680.0,2195124224.0,5310.0,2598.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.982,0.0,0.0,0.0,534224896.0,317120512.0,705110016.0,2195251200.0,4974.0,2586.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
6.250,2.250,91.500,0.0,0.0,0.0,535744512.0,317120512.0,705368064.0,2193473536.0,5202.0,2688.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.296,2.010,87.940,0.754,0.0,0.0,536190976.0,317128704.0,706453504.0,2191933440.0,5906.0,2844.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
6.983,2.244,90.773,0.0,0.0,0.0,535511040.0,317128704.0,708268032.0,2190798848.0,5592.0,2754.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.273,2.256,88.221,0.251,0.0,0.0,536248320.0,317136896.0,707141632.0,2191179776.0,4835.0,2268.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.955,1.985,91.563,0.0,0.248,0.248,536199168.0,317136896.0,706809856.0,2191560704.0,5954.0,2664.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.025,1.508,93.467,0.0,0.0,0.0,536297472.0,317136896.0,706711552.0,2191560704.0,5614.0,2820.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,91.750,0.500,0.0,0.0,535707648.0,317145088.0,708055040.0,2190798848.0,7457.0,3720.0,0.0,5.0,786.0,18.0,7.0,0.0,0.0
7.268,2.005,90.727,0.0,0.0,0.0,535760896.0,317145088.0,708255744.0,2190544896.0,5102.0,2688.0,0.0,0.0,786.0,18.0,7.0,0.0,0.0
8.291,1.508,90.201,0.0,0.0,0.0,535777280.0,317145088.0,708190208.0,2190594048.0,5397.0,2890.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,91.980,1.003,0.0,0.0,535842816.0,317153280.0,708243456.0,2190467072.0,4764.0,2190.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
6.0,2.0,92.0,0.0,0.0,0.0,535977984.0,317153280.0,706822144.0,2191753216.0,4786.0,2112.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.0,1.750,92.500,0.750,0.0,0.0,536227840.0,317161472.0,706691072.0,2191626240.0,5180.0,2412.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
7.980,2.494,89.277,0.0,0.0,0.249,536264704.0,317161472.0,708050944.0,2190229504.0,6810.0,3120.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.500,1.750,89.750,0.0,0.0,0.0,536248320.0,317161472.0,708067328.0,2190229504.0,5140.0,2190.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.276,1.759,92.965,0.0,0.0,0.0,536223744.0,317161472.0,706695168.0,2191626240.0,5834.0,2112.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
5.0,1.500,93.0,0.500,0.0,0.0,536096768.0,317169664.0,706686976.0,2191753216.0,5074.0,2346.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.013,1.754,92.481,0.752,0.0,0.0,535789568.0,317177856.0,708255744.0,2190483456.0,8174.0,3590.0,0.0,7.0,786.0,18.0,7.0,0.0,0.0
5.514,2.005,92.481,0.0,0.0,0.0,535883776.0,317177856.0,708288512.0,2190356480.0,7419.0,3060.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
11.307,1.759,86.935,0.0,0.0,0.0,535900160.0,317177856.0,708288512.0,2190340096.0,6040.0,2796.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.500,2.0,92.500,0.0,0.0,0.0,536072192.0,317177856.0,708243456.0,2190213120.0,6184.0,3150.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,92.250,0.0,0.0,0.0,536256512.0,317177856.0,706789376.0,2191482880.0,6250.0,2520.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.516,1.504,90.727,1.253,0.0,0.0,536240128.0,317194240.0,708059136.0,2190213120.0,6556.0,2952.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
6.0,1.500,92.500,0.0,0.0,0.0,536268800.0,317194240.0,708030464.0,2190213120.0,6508.0,3324.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
10.750,2.250,87.0,0.0,0.0,0.0,536395776.0,317194240.0,708030464.0,2190086144.0,5696.0,2652.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.266,1.754,91.980,0.0,0.0,0.0,536412160.0,317194240.0,708014080.0,2190086144.0,5944.0,2862.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
6.767,1.754,91.479,0.0,0.0,0.0,536412160.0,317194240.0,708014080.0,2190086144.0,6254.0,3192.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.985,1.746,91.272,0.748,0.0,0.249,536408064.0,317202432.0,708009984.0,2190086144.0,7447.0,3768.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
5.013,1.504,92.982,0.501,0.0,0.0,536309760.0,317210624.0,708227072.0,2189959168.0,5818.0,3118.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
8.772,1.504,89.724,0.0,0.0,0.0,536858624.0,317210624.0,706899968.0,2190737408.0,5738.0,2928.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.250,2.0,89.750,0.0,0.0,0.0,536825856.0,317210624.0,706805760.0,2190864384.0,5574.0,2964.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
8.0,1.750,90.250,0.0,0.0,0.0,533479424.0,317210624.0,706723840.0,2194292736.0,5600.0,2970.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.263,1.253,92.732,0.752,0.0,0.0,533491712.0,317218816.0,706719744.0,2194276352.0,5104.0,2544.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,91.980,0.501,0.0,0.0,533733376.0,317227008.0,706723840.0,2194022400.0,6678.0,3192.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
9.726,2.244,88.030,0.0,0.0,0.0,533741568.0,317227008.0,706715648.0,2194022400.0,5244.0,2796.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.250,2.0,89.500,0.0,0.0,0.250,533995520.0,317227008.0,706715648.0,2193768448.0,6372.0,3126.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.250,1.500,93.0,0.0,0.0,0.250,533700608.0,317227008.0,706834432.0,2193944576.0,6338.0,3348.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.013,1.504,92.732,0.752,0.0,0.0,533614592.0,317235200.0,708182016.0,2192674816.0,9125.0,3792.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,92.481,0.0,0.0,0.0,533692416.0,317235200.0,708231168.0,2192547840.0,17137.0,3943.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.273,1.754,88.471,0.251,0.0,0.251,534315008.0,317243392.0,706965504.0,2193182720.0,11566.0,3126.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.290,1.511,93.199,0.0,0.0,0.0,533954560.0,317243392.0,708055040.0,2192453632.0,11306.0,3306.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
7.980,2.244,89.776,0.0,0.0,0.0,533835776.0,317243392.0,708046848.0,2192580608.0,5704.0,2700.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.500,1.500,93.250,0.750,0.0,0.0,533929984.0,317251584.0,706674688.0,2193850368.0,6148.0,3048.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
5.764,2.005,92.231,0.0,0.0,0.0,533880832.0,317251584.0,706723840.0,2193850368.0,6324.0,3270.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.799,1.759,88.442,0.0,0.0,0.0,533839872.0,317251584.0,706867200.0,2193747968.0,6706.0,3048.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,91.0,1.250,0.0,0.0,533852160.0,317259776.0,706846720.0,2193747968.0,6482.0,3294.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
8.0,2.0,90.0,0.0,0.0,0.0,533143552.0,317259776.0,708063232.0,2193240064.0,5016.0,2532.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.276,1.759,92.462,0.503,0.0,0.0,533250048.0,317267968.0,708075520.0,2193113088.0,8237.0,4086.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,92.250,0.0,0.0,0.0,533225472.0,317267968.0,708227072.0,2192986112.0,6680.0,3422.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.816,1.763,89.421,0.0,0.0,0.0,533852160.0,317267968.0,706965504.0,2193620992.0,6276.0,3048.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.0,1.750,90.750,1.500,0.0,0.0,533581824.0,317276160.0,707997696.0,2192850944.0,6520.0,3042.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
6.015,1.754,91.228,1.003,0.0,0.0,534167552.0,317284352.0,706691072.0,2193563648.0,6646.0,3132.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
7.018,1.504,90.727,0.501,0.0,0.251,533995520.0,317292544.0,706727936.0,2193690624.0,6024.0,3126.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
5.013,1.504,93.484,0.0,0.0,0.0,533929984.0,317292544.0,708087808.0,2192396288.0,6725.0,2994.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.023,2.256,88.722,0.0,0.0,0.0,533975040.0,317292544.0,708050944.0,2192388096.0,6196.0,3018.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.015,2.005,91.980,0.0,0.0,0.0,534454272.0,317292544.0,706682880.0,2193276928.0,5964.0,2916.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.982,0.0,0.0,0.0,534536192.0,317292544.0,706727936.0,2193149952.0,6232.0,3242.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
7.268,2.005,89.474,1.253,0.0,0.0,534564864.0,317308928.0,708079616.0,2191753216.0,8171.0,4254.0,0.0,10.0,788.0,19.0,8.0,0.0,0.0
5.250,2.0,92.750,0.0,0.0,0.0,534396928.0,317308928.0,708247552.0,2191753216.0,5302.0,2854.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
8.794,1.759,89.447,0.0,0.0,0.0,534908928.0,317308928.0,706973696.0,2192515072.0,5362.0,2718.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
5.486,1.746,92.768,0.0,0.0,0.0,534917120.0,317308928.0,706711552.0,2192769024.0,6384.0,3402.0,0.0,5.0,788.0,19.0,8.0,0.0,0.0
5.528,1.508,92.965,0.0,0.0,0.0,534999040.0,317308928.0,706748416.0,2192650240.0,6007.0,3026.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,91.729,0.752,0.0,0.0,534884352.0,317317120.0,706727936.0,2192777216.0,5476.0,2706.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
7.500,2.0,90.0,0.500,0.0,0.0,534863872.0,317325312.0,706740224.0,2192777216.0,5904.0,3018.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
9.023,1.754,89.223,0.0,0.0,0.0,534863872.0,317325312.0,706740224.0,2192777216.0,5790.0,2916.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.015,2.005,91.980,0.0,0.0,0.0,534880256.0,317325312.0,706723840.0,2192777216.0,7198.0,3642.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
6.015,1.504,92.481,0.0,0.0,0.0,535007232.0,317325312.0,706723840.0,2192650240.0,5992.0,3048.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.750,1.750,92.0,0.500,0.0,0.0,534315008.0,317333504.0,708296704.0,2191761408.0,8527.0,4332.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
8.521,2.005,89.223,0.0,0.0,0.251,534622208.0,317333504.0,708243456.0,2191507456.0,6908.0,3550.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.774,1.754,87.970,0.501,0.0,0.0,535015424.0,317341696.0,706953216.0,2192396288.0,8361.0,4038.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.750,1.750,92.500,0.0,0.0,0.0,535003136.0,317341696.0,706711552.0,2192650240.0,6302.0,3378.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.0,1.500,93.250,0.0,0.0,0.250,534953984.0,317341696.0,706744320.0,2192666624.0,7028.0,3774.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.276,1.508,92.462,0.754,0.0,0.0,534949888.0,317349888.0,706740224.0,2192666624.0,6898.0,3720.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
5.528,2.010,92.462,0.0,0.0,0.0,534941696.0,317349888.0,706748416.0,2192666624.0,6578.0,3612.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
11.779,2.005,86.216,0.0,0.0,0.0,534908928.0,317349888.0,706781184.0,2192666624.0,7528.0,4140.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.015,1.754,90.476,1.754,0.0,0.0,534921216.0,317358080.0,706760704.0,2192666624.0,7156.0,3402.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.250,2.0,92.750,0.0,0.0,0.0,534941696.0,317358080.0,706740224.0,2192666624.0,6436.0,3432.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.025,2.010,92.211,0.754,0.0,0.0,534618112.0,317366272.0,708087808.0,2191634432.0,9488.0,4922.0,0.0,5.0,786.0,18.0,7.0,0.0,0.0
6.484,1.496,91.771,0.0,0.0,0.249,534446080.0,317366272.0,708259840.0,2191634432.0,5693.0,2652.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
12.750,2.250,85.0,0.0,0.0,0.0,534392832.0,317366272.0,708313088.0,2191634432.0,7062.0,3588.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.549,2.015,91.436,0.0,0.0,0.0,534536192.0,317366272.0,708296704.0,2191507456.0,7068.0,3720.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.985,1.995,91.272,0.748,0.0,0.0,534650880.0,317374464.0,708173824.0,2191507456.0,6474.0,3054.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
6.281,1.508,91.709,0.503,0.0,0.0,534634496.0,317382656.0,708055040.0,2191634432.0,6990.0,3324.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
7.769,1.504,90.727,0.0,0.0,0.0,534622208.0,317382656.0,708067328.0,2191634432.0,6642.0,3360.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
10.579,2.267,87.154,0.0,0.0,0.0,534618112.0,317382656.0,708071424.0,2191634432.0,7684.0,3666.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.273,2.256,88.471,0.0,0.0,0.0,534634496.0,317382656.0,708055040.0,2191634432.0,7030.0,3732.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
8.271,2.005,89.724,0.0,0.0,0.0,533995520.0,317382656.0,708059136.0,2192269312.0,6326.0,3468.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
7.519,2.005,89.474,1.003,0.0,0.0,533856256.0,317399040.0,708055040.0,2192396288.0,9627.0,4674.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
5.514,2.256,91.980,0.251,0.0,0.0,533671936.0,317399040.0,708239360.0,2192396288.0,6550.0,3760.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
10.0,2.0,88.0,0.0,0.0,0.0,533966848.0,317399040.0,708325376.0,2192015360.0,7246.0,3954.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.0,2.0,89.0,0.0,0.0,0.0,533737472.0,317399040.0,708046848.0,2192523264.0,7398.0,3678.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.263,1.754,92.982,0.0,0.0,0.0,532889600.0,317399040.0,708132864.0,2193285120.0,6940.0,3834.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.281,1.508,91.960,0.251,0.0,0.0,533372928.0,317407232.0,708132864.0,2192793600.0,7412.0,3966.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.013,1.504,92.231,1.003,0.0,0.251,533770240.0,317415424.0,708091904.0,2192429056.0,6056.0,3192.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
10.526,2.256,87.218,0.0,0.0,0.0,533639168.0,317415424.0,708096000.0,2192556032.0,7280.0,3876.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.784,2.010,91.206,0.0,0.0,0.0,533786624.0,317415424.0,708075520.0,2192429056.0,6824.0,3642.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
7.500,2.0,90.500,0.0,0.0,0.0,533823488.0,317415424.0,708055040.0,2192412672.0,7350.0,3798.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.732,0.251,0.0,0.0,533819392.0,317423616.0,708050944.0,2192412672.0,9612.0,3662.0,0.0,2.0,786.0,18.0,7.0,0.0,0.0
6.015,1.754,90.977,1.253,0.0,0.0,533413888.0,317431808.0,708321280.0,2192539648.0,17536.0,4417.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
9.548,1.759,88.693,0.0,0.0,0.0,533991424.0,317431808.0,706981888.0,2193301504.0,11796.0,3324.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.533,1.759,91.709,0.0,0.0,0.0,534458368.0,317431808.0,706768896.0,2193047552.0,12362.0,3258.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
8.271,2.005,89.724,0.0,0.0,0.0,533737472.0,317431808.0,708124672.0,2192412672.0,7288.0,3246.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.779,1.759,92.462,0.0,0.0,0.0,533647360.0,317431808.0,708087808.0,2192539648.0,8284.0,3798.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,2.005,92.231,0.251,0.0,0.0,534224896.0,317440000.0,706740224.0,2193301504.0,6840.0,3408.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
9.273,2.005,87.970,0.752,0.0,0.0,534274048.0,317448192.0,706809856.0,2193174528.0,7302.0,3798.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
6.281,1.759,91.960,0.0,0.0,0.0,534212608.0,317448192.0,706744320.0,2193301504.0,7676.0,3786.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
6.767,2.005,91.228,0.0,0.0,0.0,534208512.0,317448192.0,706748416.0,2193301504.0,7570.0,3636.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
8.250,1.500,90.250,0.0,0.0,0.0,534204416.0,317448192.0,706752512.0,2193301504.0,8374.0,3906.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
3.509,1.253,94.737,0.501,0.0,0.0,534163456.0,317456384.0,706785280.0,2193301504.0,936.0,0.0,0.0,6.0,782.0,14.0,7.0,0.0,0.0
7.519,1.504,90.977,0.0,0.0,0.0,534224896.0,317456384.0,705208320.0,2194817024.0,812.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
4.261,1.253,92.982,1.504,0.0,0.0,534208512.0,317472768.0,705208320.0,2194817024.0,720.0,0.0,0.0,6.0,782.0,14.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,534200320.0,317472768.0,705216512.0,2194817024.0,1025.0,138.0,0.0,0.0,783.0,14.0,8.0,0.0,0.0
5.514,1.504,92.982,0.0,0.0,0.0,533020672.0,317472768.0,707919872.0,2193293312.0,1020.0,0.0,0.0,0.0,783.0,14.0,8.0,0.0,0.0
3.500,1.250,94.250,1.0,0.0,0.0,533061632.0,317480960.0,707997696.0,2193166336.0,780.0,0.0,0.0,6.0,783.0,14.0,8.0,0.0,0.0
7.769,1.754,90.476,0.0,0.0,0.0,533893120.0,317480960.0,705150976.0,2195181568.0,692.0,0.0,0.0,0.0,783.0,14.0,8.0,0.0,0.0
3.500,1.250,95.250,0.0,0.0,0.0,533827584.0,317480960.0,705216512.0,2195181568.0,1112.0,0.0,0.0,1.0,783.0,14.0,8.0,0.0,0.0
